"제안번호","제안제목","제안내용","제안등록일자"
"190041","한강공원 금주 공원으로 해주시고 보안관리와 청결을 강화해주십시오.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=190041","2021-04-30 20:15:04.0"
"190040","송파둘레길 탄천길 연결공사 광평교~삼성교를 흙길로 만들어주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=190040","2021-04-30 19:46:25.0"
"190039","한강시민공원에 안전요원 배치를 제안합니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=190039","2021-04-30 18:55:18.0"
"190038","GTX-D노선 수도권 서부지역-서울 강남권 접근성 향상방안 제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=190038","2021-04-30 15:43:56.0"
"190037","한강시민공원 원터치 그늘막 텐트 모기장 설치 허용해주세요~","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=190037","2021-04-30 14:36:00.0"
"190036","아파트형 공장 지하식당","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=190036","2021-04-30 14:32:14.0"
"190035","폐가구 아파트 단지","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=190035","2021-04-30 14:23:17.0"
"190034","횡단보도 신호등","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=190034","2021-04-30 12:06:41.0"
"190033","응봉동 재건축시 산복도로에 엘리베이터로 동네간 소통하기","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=190033","2021-04-30 10:45:29.0"
"190032","한강공원 미니 가라오케 설치","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=190032","2021-04-30 09:47:18.0"
"190031","ISEOUL.U  삭제요.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=190031","2021-04-30 08:34:42.0"
"190030","시청광장을 시민의 문화휴식 공간으로 돌려주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=190030","2021-04-30 08:19:14.0"
"190029","정세균 할아버님","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=190029","2021-04-29 21:51:35.0"
"190028","버스 운행 기사 건강권 보장과 보다 안전한 시내버스 운행을 위한 제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=190028","2021-04-29 20:48:12.0"
"190027","서울시 의인상 제정 합시다","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=190027","2021-04-29 20:22:31.0"
"190026","일회용품 없는 장례식장을 만들자","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=190026","2021-04-29 20:04:06.0"
"190025","숭인근린 공원 올라 가는길 천막으로 덮어 있는 곳 정비좀  부탁합니다!","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=190025","2021-04-29 18:40:20.0"
"190024","열병합반대","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=190024","2021-04-29 18:32:18.0"
"190023","용산역에 경부선 운행하게 해주세요!","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=190023","2021-04-29 17:57:57.0"
"190022","아파트 단지 옆에 태양광 설치?","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=190022","2021-04-29 15:29:04.0"
"190021","전기자전거 구매지원요청","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=190021","2021-04-29 14:54:28.0"
"190020","광화문광장 보완 중 대중교통 관련","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=190020","2021-04-29 13:33:13.0"
"190019","응봉동 재건축시 병행하여 산복도로에 엘리베이터연결방안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=190019","2021-04-29 11:05:48.0"
"190018","손소독제 관리","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=190018","2021-04-29 11:01:01.0"
"190017","가로주택정비사업","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=190017","2021-04-29 10:57:00.0"
"190016","위반건축물 양성화","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=190016","2021-04-29 10:04:06.0"
"190015","우유팩 멸균팩 분리수거 의무화를 제안합니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=190015","2021-04-29 07:49:36.0"
"190014","소상공인무이자에 관해 실질적인 현실","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=190014","2021-04-29 06:39:02.0"
"190013","서울광장이나 광화문광장에서 볼거리 및 자긍실을 위해 국기하강식을 제안합니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=190013","2021-04-29 03:57:40.0"
"190011","난지 스케이트 파크 익스트림장 바이크장 포장이 필요합니다!","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=190011","2021-04-29 03:40:18.0"
"190010","해외에서 백신 접종 후 입국하는 자국민 자가격리 면제","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=190010","2021-04-29 00:03:50.0"
"190009","경부선 소음대책","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=190009","2021-04-28 23:01:27.0"
"190008","'이건희 미술관' 건립 추진을 요구합니다","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=190008","2021-04-28 22:37:52.0"
"190007","비닐에 붙은 스티커 잘 떼어지는 재질로 바꿀 수 있도록 홍보하고 실행되도록 제안합니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=190007","2021-04-28 22:06:52.0"
"190006","에너지효율이 높은 1인가구 주거공간 만들기","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=190006","2021-04-28 19:53:38.0"
"190005","2050 온실가스 감축전략에서 건물 부문의 대응을 강화해 주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=190005","2021-04-28 19:52:12.0"
"190003","아스팔트 기둥 도시를 울창한 나무 숲 도시로","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=190003","2021-04-28 17:37:57.0"
"190002","음식점에서 제공하는 무상 물품 제공 줄이기 정책 제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=190002","2021-04-28 15:58:50.0"
"190001","시프트 제도 관련해서 제안합니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=190001","2021-04-28 15:16:42.0"
"190000","잘못된 가지치기 개선이 필요합니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=190000","2021-04-28 14:55:19.0"
"189999","서울시 아파트 공급방안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189999","2021-04-28 14:50:57.0"
"189998","노들섬에 대관람차가 있으면 좋겠습니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189998","2021-04-28 13:16:55.0"
"189997","광화문 광장 공사","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189997","2021-04-28 11:29:50.0"
"189996","로고 바궈 주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189996","2021-04-28 10:45:19.0"
"189995","광화문 광장에  시민투표하여  박정희대통령 동상도 세워주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189995","2021-04-28 05:21:33.0"
"189994","부동산문제 제안드립니다","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189994","2021-04-28 05:17:40.0"
"189993","자전거/전동킥보드 보도 대신 차도이용 캠페인","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189993","2021-04-27 23:44:45.0"
"189992","공유 PM 안전장비 대여를 통한 공유 PM 활성화 방안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189992","2021-04-27 21:23:29.0"
"189991","&#39;광화문광장&#39; 홍보마케팅을 중단해주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189991","2021-04-27 20:46:13.0"
"189990","채식 문화 조성을 위한 공론장 활성화 지원","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189990","2021-04-27 18:53:06.0"
"189989","채식사랑상품권","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189989","2021-04-27 18:32:41.0"
"189988","채식동아리 지원사업","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189988","2021-04-27 18:28:06.0"
"189987","오토바이 번호판 전면장착 의무화","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189987","2021-04-27 16:46:59.0"
"189986","겨울철 점자블록","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189986","2021-04-27 15:56:31.0"
"189985","대한민국 광화문을 싸구려로 만들텐가","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189985","2021-04-27 15:28:33.0"
"189983","2020 집합건물 시민아카데미","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189983","2021-04-26 23:09:06.0"
"189982","갑질아파트문제의 관련하여","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189982","2021-04-26 22:02:27.0"
"189981","한강철교 경관조명(야간)","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189981","2021-04-26 21:34:28.0"
"189980","초등학교앞 횡단보도나 그외 사고위험지역 차단막설치 의뢰건","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189980","2021-04-26 18:42:00.0"
"189979","서울시 산하 기관의 구내식당에 채식옵션 추가 및 채식 급식 체험 진행","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189979","2021-04-26 18:30:57.0"
"189978","서울시 채식포탈 개설","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189978","2021-04-26 18:28:23.0"
"189977","지구를 살리는 우리동네 부엌만들기-00마켓00장터","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189977","2021-04-26 18:24:48.0"
"189975","채식 식당 및 메뉴 확산을 위한 지원 프로그램","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189975","2021-04-26 16:34:50.0"
"189974","서울특별시 은평구 불광동 향림마을 도시재생활성화 계획 취소 요청","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189974","2021-04-26 15:09:24.0"
"189973","장기전세 제안  - 20년후의 정책 조속히 결정 요망","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189973","2021-04-26 11:52:53.0"
"189972","서울식물원 분리쓰레기통 관리 요청","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189972","2021-04-26 10:54:14.0"
"189971","경의선 숲길과 장래 용산공원 지하도 연결방법 제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189971","2021-04-25 20:52:16.0"
"189970","부 의 재분배","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189970","2021-04-25 17:34:20.0"
"189969","매장의 코로나 방명록은 카드를 쓰면 적지 않도록 개선해 주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189969","2021-04-25 16:13:39.0"
"189968","서울시내에 쓰레기통을 만들어주세요..","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189968","2021-04-25 15:10:13.0"
"189967","코로나 업종별 차별적용","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189967","2021-04-25 10:19:21.0"
"189966","강남구 일원동의 수소 충전소 설치 및 모빌리티 센터 설치 관련 건의입니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189966","2021-04-25 05:12:21.0"
"189965","지하철에서 중국어 안내방송을 제거해주세요.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189965","2021-04-25 01:29:31.0"
"189964","서울시내에 무질서하게 장기간 게시된 실종자 구인현수막 정리해 주세요.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189964","2021-04-25 01:24:44.0"
"189963","독산로 54길 85쪽 가지치기 해주세요.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189963","2021-04-24 14:56:44.0"
"189962","응봉동 위아래동네의 접근성향상과 재건축","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189962","2021-04-24 14:13:16.0"
"189961","재건축등의 기부채납으로 주택가 주차빌딩 건립","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189961","2021-04-24 14:02:38.0"
"189960","남산타운 아파트 정문(버티고개역쪽) 단지 입구에서  유턴하는차가 너무 많습니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189960","2021-04-24 10:53:30.0"
"189959","장충교회앞 횡단보도 과속방지턱 설치","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189959","2021-04-23 18:21:56.0"
"189958","지역 재개발조합 불안합니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189958","2021-04-23 15:03:33.0"
"189957","부동산 시세  상승 강력 억제 대책 수립 요망","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189957","2021-04-23 14:33:35.0"
"189956","존경하는 오세훈시장님","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189956","2021-04-23 10:58:04.0"
"189955","서울시50플러스재단 성추행피소...그냥 기관 통합해서 예산 아껴요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189955","2021-04-22 20:57:50.0"
"189954","아이스팩 재사용과 수거","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189954","2021-04-22 20:25:53.0"
"189953","연남동 2차선 도로 정비(단속) 바랍니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189953","2021-04-22 13:02:35.0"
"189952","북한산로 대형차 과속 운항에 따른 사고 및 소음 대책 요청","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189952","2021-04-22 11:54:22.0"
"189951","음식물처리기 지원사업","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189951","2021-04-22 10:54:37.0"
"189950","근로자(공기업)의 이동전화 등 통신비용을 고용회사에서 지원","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189950","2021-04-22 09:27:39.0"
"189949","지하철 임산부석 문제","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189949","2021-04-22 02:35:57.0"
"189947","신촌 연세로 차없는거리 주말 우회 안내에 대한 스마트한 정보 제공이 필요합니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189947","2021-04-22 01:27:14.0"
"189945","공영주차장 실시간 주차가능 여부 인터넷으로 확인기능","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189945","2021-04-21 23:55:20.0"
"189943","잠실동 토지거래 허가구역 지정에 문제점","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189943","2021-04-21 22:57:24.0"
"189942","부동산 대책!!","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189942","2021-04-21 21:12:52.0"
"189941","어린이를 위한 서울시청 홈페이지 개설 제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189941","2021-04-21 18:47:24.0"
"189940","53년？습니다. 대광아파트..","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189940","2021-04-21 15:53:50.0"
"189938","담배를 끊을 수 있는 확실한 방법제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189938","2021-04-21 13:36:32.0"
"189937","아이스팩을 자주 사용하는 소상공인들에게 무료로 제공하기","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189937","2021-04-21 12:36:13.0"
"189936","우이신설선 연장 건의","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189936","2021-04-21 12:13:17.0"
"189935","앞으로의 서울시 개발에 필요할 것 같아서 제안해 봅니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189935","2021-04-20 19:46:49.0"
"189934","미세먼지 경보가 발효되어도 어린이집 실외활동이 가능한 지침을 개정해 주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189934","2021-04-20 09:58:40.0"
"189933","서울집값+독거노인복지+젊은 직장인 내집가지기 함께 해결책의 일환으로 제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189933","2021-04-20 07:48:19.0"
"189932","V-LOG MY LOG","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189932","2021-04-20 03:35:17.0"
"189931","단람주점집합금지","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189931","2021-04-19 17:29:10.0"
"189930","코르나19의 장기화에 따른 대응의견 제안       - 방역효과와 영업활동 동시 보장 관점에서","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189930","2021-04-19 16:29:07.0"
"189929","유흥업소가 다같은 유흥업소가 아닙니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189929","2021-04-19 15:39:11.0"
"189928","쓰레기종량제봉투 친환경 소재로 개선","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189928","2021-04-19 15:25:19.0"
"189927","디지털 다이어트","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189927","2021-04-19 14:19:49.0"
"189926","출퇴근 지하철 좌석 자동 접의식 시스템","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189926","2021-04-19 12:59:56.0"
"189925","코로나 방역","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189925","2021-04-19 10:31:04.0"
"189924","100년을 내다보는 도시개발사업","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189924","2021-04-19 08:58:20.0"
"189923","공공임대주택 용어 사용의 사회적 차별화  및 문제점 개선","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189923","2021-04-18 17:17:40.0"
"189922","코로나19 추적 앱을 만들어서 배포해 주세요.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189922","2021-04-18 16:21:29.0"
"189921","소상공인 자영업자 보호와 수험생을 위한 안경착용자의  마스크착용 방법","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189921","2021-04-18 15:45:21.0"
"189920","콘뎅싱 보일러 맙소사","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189920","2021-04-18 13:39:06.0"
"189919","여름철 노동자 제철소 제련소 노동자 조끼 쪽방촌 여름나기용으로 사용","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189919","2021-04-18 09:19:45.0"
"189918","서울시 역세권 주변 주차장법 완화의 필요성","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189918","2021-04-17 22:57:13.0"
"189917","일본/홍콩보다 낮은 코로나 검사수 늘릴 방안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189917","2021-04-17 20:34:31.0"
"189916","백신확보 관련하여 시장님께 드립니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189916","2021-04-17 19:03:46.0"
"189915","광폭 발코니(베란다) 규제 철폐","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189915","2021-04-17 18:01:46.0"
"189914","미술관 투어","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189914","2021-04-17 14:41:30.0"
"189913","서울 수도권 지하철 운영관련 의견 제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189913","2021-04-17 13:52:17.0"
"189912","코로나 퇴치 방법 제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189912","2021-04-17 11:51:30.0"
"189911","주택정책에 대한 탁견이오니 시장님에게 보고하옵소서","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189911","2021-04-17 08:18:47.0"
"189910","통합 택배 공동 구역(APT) 배송 서비스","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189910","2021-04-17 07:55:00.0"
"189909","마곡 열병합발전소 건립 반대의 건","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189909","2021-04-16 21:09:41.0"
"189908","공공기관 채용시 NCS 및 전문과목 폐지 요청합니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189908","2021-04-16 17:43:14.0"
"189907","백신 구하기","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189907","2021-04-16 15:53:08.0"
"189906","서울시 토지 공시지가 확립을 위한  위원회 운영 제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189906","2021-04-16 15:27:06.0"
"189905","청년임차보증금사업문제점","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189905","2021-04-16 14:33:12.0"
"189903","자가진단키드 사용","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189903","2021-04-16 12:54:57.0"
"189902","월드컵공원 달리기 코스에 물품보관함과 샤워시설 설치 제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189902","2021-04-16 12:50:33.0"
"189901","살게해주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189901","2021-04-16 12:40:38.0"
"189900","이륜차 소유권 말소 방안 요청","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189900","2021-04-16 10:08:41.0"
"189899","코로나 검사 결과 음성인 경우에만 식당 카페 유흥업소를 방문하도록 선별검사소 대폭 확대","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189899","2021-04-15 17:13:42.0"
"189898","Drive in 을 통한 서울여행 'Drive into Seoul' - 서울 같이 갈 CAR?","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189898","2021-04-15 17:03:20.0"
"189897","서울 칠하기","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189897","2021-04-15 16:20:53.0"
"189896","서울 나만의 랜드마크","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189896","2021-04-15 15:54:45.0"
"189894","재활용 쓰레기를 압축 해서 버립시다!","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189894","2021-04-15 14:13:16.0"
"189892","거주민이 직접 만드는 '우리 동네 가이드북' 주민 참여형 관광 플랫폼  ‘S-리그(Seoul League)’","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189892","2021-04-15 13:02:23.0"
"189891","강서구 - 상암 구간 버스 670 버스 관련","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189891","2021-04-15 12:52:20.0"
"189890","마일리지 적립","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189890","2021-04-15 12:35:12.0"
"189889","시민환경교실을 부활해 주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189889","2021-04-15 12:09:25.0"
"189888","언제 어디서나 K-POP스타와 함께! [ Ontact-U]","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189888","2021-04-15 12:00:54.0"
"189887","시민이 중심이 되는 서울시 공식 관광어플 프로젝트K를 통해 로컬택트 시대의 선구적인 역할을 기대해보면 어떨까요?","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189887","2021-04-15 11:36:25.0"
"189886","소상공인을 위한 집합금지 예외 운영 방안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189886","2021-04-15 10:54:56.0"
"189885","내 친구는 어느 동네에 살까","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189885","2021-04-15 10:50:33.0"
"189884","아이스팩에 대한 환경오염 공익광고 캠페인 실시","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189884","2021-04-15 10:27:07.0"
"189883","거리두기 9시 영업제한에 대하여","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189883","2021-04-15 10:10:27.0"
"189882","코로나 자가진단키트","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189882","2021-04-15 09:43:46.0"
"189881","처치곤란 아이스팩","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189881","2021-04-15 09:06:24.0"
"189880","가보자 서울 (가치있고 보호하고 자동차없는 서울) - 서울 제로웨이스트 관광 상품 제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189880","2021-04-15 02:10:44.0"
"189879","양재대로 자동차전용도로 문제점을 이야기 하려 합니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189879","2021-04-15 01:59:29.0"
"189878","Seoul Recipe Box (자가 격리기간 동안 전통 서울 맛집 체험)","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189878","2021-04-15 01:48:40.0"
"189877","도심 속 자연에서 즐기는 차림(林) 서비스","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189877","2021-04-15 01:17:45.0"
"189876","관광산업 종사자의 고용창출 및 국내?외 잠재수요자의 관광욕구 충족방안 - [뉴노멀 시대의  관광상품]","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189876","2021-04-15 01:15:36.0"
"189875","나 (서울) 좋아했네... 관광 선호를 기반으로 서울에서 즐기는 새로운 언택트 여행 코스","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189875","2021-04-15 00:39:23.0"
"189874","퍼스널 모빌리티 타고 떠나는 서울 여행","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189874","2021-04-15 00:18:28.0"
"189872","서울여행추가방안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189872","2021-04-14 23:36:08.0"
"189871","메타버스로 현장학습 하자 [뉴노멀 시대의 관광상품]","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189871","2021-04-14 23:21:55.0"
"189870","Your 14days with Seoul - (뉴노멀 시대의 관광상품 오디톤 참가)","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189870","2021-04-14 23:17:53.0"
"189869","Link Seoul 메타버스 [뉴노멀 시대의 관광상품]","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189869","2021-04-14 23:11:04.0"
"189868","[뉴노멀 서울관광 오디톤 행사 참여] Honeymoon in Seoul","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189868","2021-04-14 21:39:50.0"
"189867","유동인구부터 줄이는게 먼저 아닌가요?","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189867","2021-04-14 21:15:10.0"
"189866","마스크 5부제 같은 방식의 코로나 검사 방식은 어떨까요?","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189866","2021-04-14 20:18:46.0"
"189865","위험군의 업종별의 면적당 UV LED 청정기(UV LED 환기덕트시스템)의 실내 청정환경변화에 따른 바이러스노출감염의 확산방지및 매장효율의 극대화방안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189865","2021-04-14 18:37:43.0"
"189864","서울시  감사원 감사 요구","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189864","2021-04-14 18:18:31.0"
"189863","건의사항 :","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189863","2021-04-14 17:54:36.0"
"189862","[비대면 교육 플랫폼 무료 제안]","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189862","2021-04-14 17:39:52.0"
"189861","다자녀혜택에 대해 서울시와 경기도를 구분하지 맙시다","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189861","2021-04-14 17:06:12.0"
"189858","왜 재택근무는 실행 되지 않고 있는가?","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189858","2021-04-14 15:42:25.0"
"189857","시장님 넥타이 색깔을 바꾸시면 좋겠습니다~","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189857","2021-04-14 15:34:34.0"
"189856","서울형 자발적 백신 공급안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189856","2021-04-14 15:26:05.0"
"189855","유흥업소 영업시간 제한완화를 반대합니다","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189855","2021-04-14 15:22:00.0"
"189854","서울시 공동주택 품질검수단 구성 요청합니다","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189854","2021-04-14 14:48:30.0"
"189853","코로나 신속진단키트 적극도입 바람","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189853","2021-04-14 14:34:59.0"
"189852","[뉴노멀 서울관광상품 개발 오디톤 참가]","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189852","2021-04-14 13:37:36.0"
"189851","코로나19 예방법","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=189851","2021-04-14 13:23:43.0"
